,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
94,Crisflore,Crisflore,28 juillet 2020,"Restaurant sympa , très bon",4.0,business,383,"Restaurant sympa , très bon repas,  du fait maison , terrasse au calme et bon accueil 
Pas très loin de la gare "
95,pcomps,pcomps,24 juillet 2020,Grosse déception...,2.0,couples,38,"Lieu sympa et atypique mais service hasardeux et pas spécialement aimable (pour la plus âgée du service). Beaucoup d’attente pour au final encore plus de déception dans l’assiette : « soupe » froide de chou-fleur insipide et liquide comme de l’eau (coupée à l’eau ?), tarte au fromage sans grand intérêt et pour finir, le pompon : un « poke bowl » saumon à base de...spaghettis froids !! Ce plat était un mélange de fruits rouges, spaghettis froids, dés de saumon crus, quelques feuilles de laitue, pas de sauce... Bref, très loin de ce à quoi on pouvait s’attendre et surtout sans aucun intérêt gustatif ! Quelle déception...! Peut-être est-on mal tombés ce jour-là ? (au vu des avis dithyrambiques). Nous avons eu des excuses du patron (?) pour la longue attente mais franchement, nous ne reviendrons pas, en tout cas, pas pour manger c’est certain ! "
96,Anne-So,819annesophieg,23 juillet 2020,Havre de paix,5.0,couples,2,"Petite bulle de calme dans un endroit insoupçonné de l’histoire lyonnaise.
Le gérant et son staff sont disponibles, pros, enthousiastes et généreux.
Merci pour le get .. masqué !"
97,Paul-antoine T,59paulantoinet,17 juillet 2020,"Lieu atypique, très agréable",5.0,none,1,"Lieu atypique, très agréable pour boire/manger avec des amis.
Des boules de pétanque sont à notre disposition pour embellir le moment.
Je vous recommande d’y aller, c’est une très bonne adresse !"
98,gegeant,gegeant,17 juillet 2020,"Lieu agréable, serveurs très",5.0,none,1,"Lieu agréable, serveurs très sympa, cadre expceptionnel. Idéal pour un déjeuner ou un apéro after work. 
Et surtout spécial big up à Julie !!!"
99,Gaëlle B,gawel64,9 juillet 2020,Cadre atypique,5.0,friends,437,"Super moment dans ce lieu atypique avec sa terrasse ombragée.
De bons petits plats faits maison je recommande vivement"
100,Gavaxa,Gavaxa,29 juin 2020,Cadre agréable pour un séminaire,5.0,none,99,Nous avons passé une agréable journée à la source lors d'un séminaire. La salle de réunion est isolée et climatisée. Le restaurant est très convivial avec son mobilier lounge et coloré.
101,Chloé,chlo_djy44,25 juin 2020,Lieu très agréable et accueillant !,5.0,friends,1,"Nous avons été très bien reçu du début à la fin ! Le lieu est superbe et le personnel très accueillant !
Merci pour cette soirée ! 🤩"
102,Armani Louis,Louis_armani,24 juin 2020,Boire un verre,5.0,friends,7,"Entre verdure, music et détente ; cet endroit est idyllique !  🥰  
Il n’est pas loin des transports en commun, donc, facile à accéder"
103,Shauna L,shaunal1312,24 juin 2020,LA SOURCE,5.0,friends,1,"Très beau cadre avec des serveurs agréables et sympathiques😊 on s’y sent bien !! 
Merci pour tout ! Je reviendrais !"
104,Hugo C,hugocZ6624TU,22 juin 2020,Déjeuner en terrasse,5.0,couples,1,"J’ai passé un très bon moment à la source, où la plats proposés sont délicieux et copieux. Le cadre est magnifique et très calme. Mention spéciale au personnel très agréable !"
105,Justine Rx,JustineRx,18 juin 2020,Excellent !,5.0,solo,25,"Excellent rapport qualité-prix et un choix varié de bons plats fait maison !

Côté environnement, le cadre est atypique et une très jolie terrasse permet de déjeuner au soleil lors des beaux jours. "
106,Catherine P,catherinepZ3294DG,14 mars 2020,S'adapte à ses clients,5.0,business,1,"Je suis une Vraie allergique au Gluten, le cuisinier s'est adapté et a modifié juste pour moi l'accompagnement de mon plat et avec le sourire de la serveuse en sus ! Très appréciable !"
107,Happyfamilysteph,happyfamilysteph,5 mars 2020,Un lieu à découvrir absolument,5.0,none,28,"J’ai découvert aujourd’hui un lieu charmant et insolite. En plein Lyon, une  ancienne prison réhabilitée en un concept store qui vous permet de passer un moment très agréable.
Après un accueil très chaleureux, je découvre un lieux coloré, vivant, un régal pour les yeux. 
Une restauration sur place ou à emporter, j’ai bien sûr choisi de manger sur place. Un coin libre service pour les entrées (soupe, quiche, salade...) et le dessert (mousse au chocolat, smoothies...) puis vous choisissez votre plat chaud principal et on vous le sert directement à table. 
Tout est fait maison et que vous dire de plus que je me suis régalée!
J’ai hâte de découvrir cet été les superbes terrasses.
J’ai aussi découvert le store de la marque « happy and so » et je me suis laissée séduire par les vêtements de sport, haut en couleur et en qualité.
Merci aux patrons pour votre superbe accueil et votre bonne humeur."
108,Concorde69,Concorde69,3 mars 2020,Une belle découverte en plein centre de Lyon,5.0,none,3,"Superbe découverte, un concept original au calme dans la ville et une déco très sympa dans un lieu rempli d'histoire. Les tapas sont délicieux et le personnel très accueillant. Vivement le printemps pour tester les terrasses à midi ou le soir :)"
109,Jean O,11jeano,3 mars 2020,Atypique et convivial,5.0,business,1,Point de chute improbable aux abords de la gare de perrache. Dans une ancienne prison (oui oui !) j’ai découvert ce lieu pour un déjeuner « sur le pouce ». Au final final choix  culinaire de qualité et varié et surtout accueil très chaleureux dans  cadre vraiment improbable. Je recommande !!!
110,camille p,camillepD7347EL,3 mars 2020,Au top,5.0,solo,4,"Établissement qui vaut le détour,  cuisine internationale proposé ( asiatique,  italien, francais...etc ) et rapport qualité prix au top ! Service souriant et attentionné"
111,sophie c,D9539VHsophiec,3 mars 2020,Un havre de paix en plein centre de Lyon !,5.0,none,1,"Magnifique lieu à découvrir, idéal pour boire un verre entre amis et se ressourcer !
Restauration au top et service de qualité.
Possibilité de faire des cours de Pilate et une belle manière de découvrir la marque HAPPY & SO dans son écrin de naissance :)"
112,Edouard G,878edouardg,2 mars 2020,Lieu exceptionnel,5.0,business,2,"Magnifique lieu 
Accueil parfait 
Cuisine délicieuse 
Terrasse splendide 
A ne manquer sous aucun prétexte"
113,Cyriack,cyriacka,2 mars 2020,Un moment unique,5.0,couples,3,"C'est en ce doux mois de mars que mon chemin à croisé celui de ce merveilleux lieu convivial, au coeur de l'ancienne chapelle des prison de Lyon... la source concept store ! 
Plus qu'un restaurant, ce lieu atypique par essence, qui réunis restaurant, bar, salle de sport et magasin de vêtements, est une réelle trouvaille au coeur de Perrache. 3 magnifiques terrasses où l'on oublie la ville et son brouhaha. Une restauration fine et gourmande, un accueil agréable et chaleureux, et une ambiance lounge très appréciable.
Un moment merveilleux partager avec ma fiancée que l'on oubliera pas de sitôt, et que l'on hésitera pas a réitérer.

Une adresse à conseiller et à savourer."
114,Sisi,125syams,2 mars 2020,Sisi,5.0,friends,2,"Endroit magnifique, un buffet au top comme toujours, nourriture fait maison et une équipe très sympathique.
Je recommande très bon concept 👍"
115,Jmgt,mgtj27,2 mars 2020,Un lieu unique,5.0,friends,4,"Un très bel endroit très agréable , des plats très beaux , très bons et un personnel très accueillant et chaleureux . Aussi sympa le midi que le soir , et n’oublions pas la boutique de vêtements qui à de très belles collections , je recommande !"
116,melkaps,melkaps,1 mars 2020,Un très bon moment dans un lieu vraiment magique,5.0,none,4,Un bon moment avec des amis autour d'un verre pour profiter du cadre et des bons produits à dispo. Service nickel.
117,Olivier B,olivierbV2441FU,1 mars 2020,Super concept,5.0,family,1,Nous étions de passage sur Lyon et avons passé un super moment : le concept et l’ambiance sont très sympa. A tester sans hésiter !
118,NicolAs M,nicolasmE3222WH,1 mars 2020,Un déjeuner au soleil,5.0,none,3,Superbe lieu pour passer un moment entre amis ou déguster une glace... Une équipe au top et des terrasses qui nous font languir les soirées de cet été !
119,Vaness,O1338GUvanessad,26 février 2020,Déjeuner très agréable,5.0,solo,2,"La source est un endroit très chaleureux où il fait bon se poser pour déguster un bon repas ou pour faire une séance de sport.
L'équipe est accueillante et dynamique !
Je le conseille vivement 😉"
120,Serge D,serginho1976,21 février 2020,Un concept super original,5.0,none,3,"Un endroit très surprenant dans La Chapelle des anciennes prisons lyonnaises...au calme et dans la verdure... Un concept avec plein d'offres comme un resto, un bar, une boutique, une salle de sport...et plusieurs terrasses... Ça mérite le détour..."
121,Hxgo,Hxgo,11 février 2020,Excellent,5.0,family,3,"Réellement excellent. Peu cher pour la qualité du repas. Une ambiance posée en plus de nombreux concepts supplémentaires comme le shop, la salle de sport ou l’espace détente. Rien à rajouter, je conseille ! "
122,@Guillaume,Guillaume6,7 février 2020,A recommander,5.0,solo,6,Habitué des lieux avec le plat du jour. Rarement déçu. Un choix de plat du jour simple mais très travaillé (une viande ou un poisson). Rapport qualité prix très satisfaisant. Du fait maison avec des produits frais. L’équipe est très accueillante. 
123,Mareva 69,Mareva65,5 février 2020,un lieu de toute beauté,5.0,none,4,"un bel endroit ou l'on passe un bon moment en famille ou entre amis pour manger ou boire un verre ou pour célébrer un événement...un accueil digne du cadre, une équipe souriante, des plats variés et délicieux que ce soit sur place ou à emporter mais surtout des produits frais...et les prix sont très raisonnables.
n'hésitez plus je vous recommande la source"
124,LaurentDVL,LaurentDVL,31 janvier 2020,Un écrin,5.0,none,1,"A l’abri de tout le tumulte lyonnais, la SOurce porte bien son nom!
Pour prendre un verre en terrasse, manger sur le pouce ou prendre une formule pour déjeuner, tout est fait pour qu'on soit bien.
Une équipe top, des plats variés et délicieux et un surtout un cadre!
A consommer sans modération, qu'on soit du quartier ou d'ailleurs."
125,Cyrillus,Cyrillus69,30 janvier 2020,BELLE TROUVAILLE,5.0,none,1,"Super endroit pour manger ou boire un verre. Equipe très sympa, bon accueil. Les plats sont bons et variés. Lieu atypique et original. Je le recommande"
126,Sergy di Sergio,sergydisergio,29 janvier 2020,Délicieux repas,5.0,couples,5,"Superbe moment passe autour d'un repas ce midi. 
J'adore le concept des plats de démonstration permettant de visualiser l'aciette que je vais commander.
Des plats du jours avec des produits frais ça se sent. 
Merci pour ce moment"
127,Claudine G,17claudineg,27 janvier 2020,"Belle surprise ! un lieu atypique,",5.0,none,3,"Belle surprise ! un lieu atypique, un concept original ! Top pour déjeuner le midi dans le quartier de Perrache ! Produits frais et bon Rapport qualité prix ! On peut même y faire du sport et du shopping  ! A découvrir !"
128,Danpradd,danpradd,27 janvier 2020,"Bon concept, bel accueil,",5.0,none,1,"Bon concept, bel accueil, des repas excellents !
Je recommande pour un moment détente entre filles !!"
129,marie-emilia c,marieemiliac,27 janvier 2020,Repas sur le pouce,5.0,friends,3,"Lieu très sympathique pour déjeuner rapidement, et confortable. Les plats sont copieux et originaux ! Les serveurs sont souriants. Je recommande !!"
130,dav R,793davr,24 janvier 2020,Super découverte !,5.0,none,1,"L'endroit est cosy et très original, l'accueil est très sympa et la nourriture délicieuse (à la fois simple légère et raffinée)
Un bien bel endroit à découvrir."
131,Marco,181marcd,24 janvier 2020,Excellent,5.0,couples,7,Une très bonne expérience dans un lieu chaleureux et décoré avec goût. Nous nous sommes complètement régalés !
132,antoine m,antoinemC800FR,24 janvier 2020,Top,5.0,friends,5,"J’ai passé un très bon moment dans ce concept store 
Le concept est très intéressant 
Une adresse à retenir "
133,Cologauche,Cologauche,24 janvier 2020,"Cadre supe’ restauration top, produits frais et personnel qualifié",5.0,none,1,"Lieux très agréable, service très rapide avec possibilité d emporter son repas 
Choix, fraîcheur des produits, super rapport qualité prix 
Accueil très sympa et souriant"
134,Sandrine B,sandrineb442,23 octobre 2019,Méconnu mais lieu unique,4.0,none,42,"Vraiment un bel endroit! J’ai eu l’occasion d’y déjeuner au tout début de leur ouverture, et j’ai adoré l’endroit ! Magnifique terrasse unique à Lyon, des pierres anciennes, beaucoup de cachet, concept store/resto audacieux , salle de sport, boutique de vêtements de sport très colorés!!! La nourriture est originale, sur place ou à emporter!!! La salle est trop belle et bien décorée !!Dommage qu’on ne les voit pas plus de l’extérieur car le lieu mérite le détour!!!
Sandrine B"
